response,rt,condition,subj_idx
1,2.1,emp,0
1,1.313,emp,0
1,1.403,emp,0
1,1.417,emp,0
1,1.55,emp,0
1,1.151,emp,0
1,1.558,emp,0
1,1.092,emp,0
1,2.074,emp,0
1,1.446,emp,0
1,1.148,emp,0
1,2.093,emp,0
1,1.543,emp,0
1,1.014,emp,0
1,2.319,emp,0
1,1.054,emp,0
1,0.931,emp,0
1,1.039,emp,0
1,1.404,emp,0
1,1.836,emp,0
1,0.716,emp,0
1,1.341,emp,0
0,1.253,emp,0
1,1.201,emp,0
1,1.57,emp,0
1,1.04,emp,0
1,1.248,emp,0
1,1.384,emp,0
0,2.041,emp,0
1,1.142,emp,0
1,1.045,emp,0
1,1.072,emp,0
1,0.915,emp,0
1,1.945,emp,0
1,1.689,emp,0
0,1.656,emp,0
1,1.405,emp,0
1,1.148,emp,0
1,0.955,emp,0
1,0.882,emp,0
1,1.004,emp,0
1,2.321,emp,0
1,2.224,emp,0
1,0.942,emp,0
1,0.882,emp,0
1,1.422,emp,0
1,1.892,emp,0
1,1.224,emp,0
1,2.344,emp,0
1,1.33,emp,0
1,0.981,emp,0
1,1.422,emp,0
1,1.185,emp,0
1,1.549,emp,0
1,1.986,emp,0
1,1.695,emp,0
1,2.202,emp,0
1,1.852,emp,0
1,1.32,emp,0
1,1.77,emp,0
1,1.157,empego,0
1,1.046,empego,0
1,1.045,empego,0
1,0.952,empego,0
1,0.699,empego,0
1,0.679,empego,0
1,0.801,empego,0
1,0.777,empego,0
1,1.096,empego,0
1,0.734,empego,0
1,0.815,empego,0
1,0.805,empego,0
1,0.922,empego,0
1,0.927,empego,0
1,0.806,empego,0
1,0.995,empego,0
1,1.216,empego,0
1,0.812,empego,0
1,0.808,empego,0
1,1.386,empego,0
1,1.055,empego,0
1,0.797,empego,0
1,0.921,empego,0
1,0.733,empego,0
1,1.491,empego,0
1,1.462,empego,0
1,1.552,empego,0
1,2.283,empego,0
1,0.763,empego,0
1,1.152,empego,0
1,1.396,empego,0
1,0.941,empego,0
1,1.361,empego,0
1,1.156,empego,0
1,0.855,empego,0
1,0.763,empego,0
1,1.288,empego,0
1,0.957,empego,0
1,1.16,empego,0
1,1.288,empego,0
1,1.09,empego,0
1,1.511,empego,0
1,0.998,empego,0
1,0.804,empego,0
1,0.929,empego,0
1,1.137,empego,0
1,1.613,empego,0
1,1.039,empego,0
1,1.068,empego,0
1,0.767,empego,0
1,0.781,empego,0
1,0.77,empego,0
1,1.277,empego,0
1,1.261,empego,0
1,1.744,empego,0
1,1.873,empego,0
1,1.231,empego,0
1,0.762,empego,0
1,0.864,empego,0
1,0.949,empego,0
1,1.655,emp,1
0,1.278,emp,1
1,1.357,emp,1
1,0.805,emp,1
1,0.961,emp,1
1,0.969,emp,1
1,1.548,emp,1
1,1.416,emp,1
1,0.929,emp,1
1,1.004,emp,1
1,0.914,emp,1
1,0.873,emp,1
1,1.794,emp,1
1,0.784,emp,1
1,0.969,emp,1
1,1.598,emp,1
1,1.018,emp,1
1,1.898,emp,1
1,1.065,emp,1
1,1.355,emp,1
1,1.203,emp,1
1,2.264,emp,1
1,1.027,emp,1
1,0.967,emp,1
1,3.886,emp,1
1,0.921,emp,1
1,0.724,emp,1
1,1.029,emp,1
1,1.068,emp,1
1,1.391,emp,1
1,1.411,emp,1
0,1.533,emp,1
1,1.243,emp,1
1,1.103,emp,1
1,1.065,emp,1
1,1.81,emp,1
1,1.559,emp,1
1,0.794,emp,1
1,1.546,emp,1
1,1.101,emp,1
1,0.832,emp,1
1,1.457,emp,1
1,3.916,emp,1
1,1.368,emp,1
1,1.096,emp,1
1,0.7,emp,1
1,1.72,emp,1
1,0.865,emp,1
1,1.407,emp,1
1,3.249,emp,1
1,1.012,emp,1
1,1.239,emp,1
1,1.54,emp,1
1,1.085,emp,1
1,0.847,emp,1
1,0.921,emp,1
1,1.837,emp,1
1,0.783,emp,1
1,1.478,empego,1
1,0.95,empego,1
1,1.015,empego,1
1,1.376,empego,1
1,1.349,empego,1
1,0.885,empego,1
0,1.657,empego,1
1,1.054,empego,1
1,0.904,empego,1
1,0.94,empego,1
1,1.536,empego,1
1,0.927,empego,1
1,1.5,empego,1
1,2.741,empego,1
1,1.649,empego,1
0,2.258,empego,1
1,1.791,empego,1
1,0.964,empego,1
1,1.121,empego,1
1,0.98,empego,1
1,1.091,empego,1
1,1.1,empego,1
1,0.876,empego,1
1,1.637,empego,1
1,1.231,empego,1
1,1.087,empego,1
1,1.053,empego,1
1,0.742,empego,1
1,0.859,empego,1
0,1.049,empego,1
1,1.298,empego,1
1,1.039,empego,1
1,1.183,empego,1
1,0.931,empego,1
1,1.586,empego,1
1,1.245,empego,1
1,0.818,empego,1
1,2.514,empego,1
1,1.074,empego,1
1,1.07,empego,1
1,1.504,empego,1
1,1.269,empego,1
1,0.823,empego,1
1,1.572,empego,1
1,0.831,empego,1
1,0.904,empego,1
1,1.257,empego,1
1,1.221,empego,1
1,1.133,empego,1
1,1.126,empego,1
1,1.452,empego,1
1,1.116,empego,1
1,1.012,empego,1
1,1.071,empego,1
1,1.359,empego,1
1,3.377,empego,1
1,1.403,empego,1
1,1.258,empego,1
1,0.886,empego,1
1,1.133,empego,1
1,1.311,emp,2
1,1.731,emp,2
1,2.17,emp,2
1,1.43,emp,2
1,1.797,emp,2
1,1.041,emp,2
1,0.843,emp,2
1,0.88,emp,2
1,1.273,emp,2
1,1.291,emp,2
1,1.005,emp,2
1,1.167,emp,2
1,1.235,emp,2
1,0.896,emp,2
1,0.924,emp,2
1,0.923,emp,2
1,0.723,emp,2
1,1.161,emp,2
1,0.824,emp,2
1,0.851,emp,2
1,0.976,emp,2
1,1.134,emp,2
1,0.922,emp,2
1,0.739,emp,2
1,1.059,emp,2
1,0.729,emp,2
1,0.858,emp,2
1,0.694,emp,2
1,0.904,emp,2
1,1.052,emp,2
1,0.793,emp,2
1,0.686,emp,2
1,0.773,emp,2
1,0.933,emp,2
1,0.976,emp,2
1,0.667,emp,2
1,0.86,emp,2
1,0.757,emp,2
1,1.122,emp,2
1,0.696,emp,2
1,0.905,emp,2
1,0.614,emp,2
1,0.798,emp,2
1,1.302,emp,2
1,0.767,emp,2
1,0.709,emp,2
1,0.749,emp,2
1,0.924,emp,2
1,1.233,emp,2
1,0.712,emp,2
1,0.837,emp,2
1,0.607,emp,2
1,1.278,emp,2
1,0.974,emp,2
1,1.365,emp,2
1,0.795,emp,2
1,0.759,emp,2
1,0.615,emp,2
1,0.464,emp,2
1,0.56,emp,2
1,1.476,empego,2
1,0.712,empego,2
1,1.07,empego,2
1,0.577,empego,2
1,0.688,empego,2
1,0.723,empego,2
1,0.663,empego,2
1,0.677,empego,2
1,0.721,empego,2
1,0.774,empego,2
1,0.657,empego,2
1,0.754,empego,2
1,0.634,empego,2
1,0.604,empego,2
1,0.783,empego,2
1,0.642,empego,2
1,0.673,empego,2
1,1.03,empego,2
1,0.763,empego,2
1,0.712,empego,2
1,1.239,empego,2
1,1.035,empego,2
1,0.423,empego,2
1,1.013,empego,2
1,0.918,empego,2
1,0.707,empego,2
1,0.711,empego,2
1,0.605,empego,2
1,1.116,empego,2
1,0.872,empego,2
1,0.585,empego,2
1,0.819,empego,2
1,0.846,empego,2
1,0.775,empego,2
1,1.07,empego,2
1,0.645,empego,2
1,0.636,empego,2
1,0.651,empego,2
1,0.856,empego,2
1,0.657,empego,2
1,0.603,empego,2
1,1.173,empego,2
1,1.271,empego,2
1,0.552,empego,2
1,1.237,empego,2
1,0.879,empego,2
1,0.843,empego,2
1,0.671,empego,2
1,0.679,empego,2
1,0.646,empego,2
1,0.501,empego,2
1,0.573,empego,2
1,0.57,empego,2
1,0.638,empego,2
1,0.587,empego,2
1,0.862,empego,2
1,0.647,empego,2
1,1.166,empego,2
1,1.174,empego,2
1,0.667,empego,2
1,2.12,emp,3
1,1.923,emp,3
0,2.18,emp,3
1,2.199,emp,3
1,1.369,emp,3
1,2.158,emp,3
0,1.403,emp,3
1,1.644,emp,3
1,1.268,emp,3
1,1.683,emp,3
1,1.757,emp,3
1,1.884,emp,3
1,3.264,emp,3
1,1.779,emp,3
1,0.956,emp,3
1,0.945,emp,3
1,1.37,emp,3
1,1.491,emp,3
1,0.819,emp,3
0,0.7,emp,3
1,1.405,emp,3
1,0.861,emp,3
1,1.837,emp,3
1,1.401,emp,3
1,1.153,emp,3
1,1.2,emp,3
1,0.94,emp,3
1,1.426,emp,3
1,1.584,emp,3
1,1.082,emp,3
1,0.945,emp,3
1,1.246,emp,3
0,1.532,emp,3
1,1.188,emp,3
1,0.926,emp,3
1,2.145,emp,3
1,1.36,emp,3
1,1.443,emp,3
1,1.354,emp,3
1,1.525,emp,3
0,2.673,emp,3
1,1.782,emp,3
1,1.438,emp,3
1,2.432,emp,3
1,1.059,emp,3
1,1.382,emp,3
0,1.473,emp,3
1,1,emp,3
1,3.824,emp,3
1,2.587,emp,3
0,2.972,emp,3
1,1.957,emp,3
1,2.746,emp,3
1,2.239,emp,3
1,1.416,emp,3
1,1.455,emp,3
1,1.934,emp,3
1,1.223,emp,3
1,2.174,emp,3
1,2.524,emp,3
1,2.921,empego,3
1,1.238,empego,3
1,1.952,empego,3
1,1.184,empego,3
1,0.984,empego,3
1,1.334,empego,3
1,1.076,empego,3
1,0.833,empego,3
1,1.006,empego,3
1,0.856,empego,3
1,0.853,empego,3
1,1.485,empego,3
1,1.629,empego,3
1,0.913,empego,3
1,0.981,empego,3
1,0.891,empego,3
1,1.148,empego,3
1,0.967,empego,3
1,1.396,empego,3
1,3.217,empego,3
0,2.737,empego,3
1,1.111,empego,3
1,1.059,empego,3
1,0.774,empego,3
1,0.96,empego,3
1,1.407,empego,3
1,2,empego,3
1,0.911,empego,3
1,0.96,empego,3
0,2.327,empego,3
1,1.226,empego,3
1,0.958,empego,3
1,1.429,empego,3
1,1.552,empego,3
1,1.432,empego,3
1,1.048,empego,3
1,1.652,empego,3
1,1.5,empego,3
1,1.587,empego,3
1,0.831,empego,3
1,1.588,empego,3
1,1.159,empego,3
1,1.519,empego,3
1,0.89,empego,3
1,1.64,empego,3
1,0.802,empego,3
1,1.314,empego,3
1,1.029,empego,3
1,0.71,empego,3
0,0.881,empego,3
1,1.386,empego,3
1,0.977,empego,3
1,0.971,empego,3
1,1.073,empego,3
1,0.88,empego,3
1,0.992,empego,3
1,0.919,empego,3
1,1.036,empego,3
1,1.002,empego,3
1,0.889,empego,3
1,1.244,emp,4
1,0.6,emp,4
1,0.817,emp,4
1,0.726,emp,4
1,0.968,emp,4
1,0.9,emp,4
1,0.644,emp,4
0,0.682,emp,4
1,0.847,emp,4
1,0.615,emp,4
1,0.695,emp,4
1,0.878,emp,4
1,0.726,emp,4
1,0.856,emp,4
1,0.752,emp,4
1,0.743,emp,4
1,0.607,emp,4
1,0.64,emp,4
1,0.738,emp,4
1,0.577,emp,4
1,0.697,emp,4
1,0.757,emp,4
1,0.915,emp,4
1,0.704,emp,4
1,0.615,emp,4
1,1.047,emp,4
1,0.678,emp,4
1,0.747,emp,4
1,0.73,emp,4
1,0.729,emp,4
1,0.665,emp,4
1,0.696,emp,4
1,0.73,emp,4
1,0.527,emp,4
1,0.612,emp,4
1,0.765,emp,4
1,0.681,emp,4
1,0.823,emp,4
1,0.877,emp,4
1,0.71,emp,4
1,0.807,emp,4
1,0.661,emp,4
1,0.768,emp,4
1,0.595,emp,4
1,0.809,emp,4
1,0.643,emp,4
1,0.712,emp,4
1,0.709,emp,4
1,0.626,emp,4
1,0.761,emp,4
1,0.601,emp,4
1,0.69,emp,4
1,0.582,emp,4
1,0.682,emp,4
1,0.52,emp,4
1,0.501,emp,4
1,0.77,emp,4
1,0.754,emp,4
1,0.612,emp,4
1,0.692,emp,4
1,3.881,empego,4
1,0.746,empego,4
1,0.578,empego,4
1,0.526,empego,4
1,0.615,empego,4
1,0.699,empego,4
1,0.626,empego,4
1,0.687,empego,4
1,3.12,empego,4
1,0.792,empego,4
1,0.715,empego,4
1,0.859,empego,4
1,0.785,empego,4
1,0.87,empego,4
1,1.31,empego,4
1,0.876,empego,4
1,0.758,empego,4
1,0.734,empego,4
1,0.751,empego,4
1,0.765,empego,4
1,0.825,empego,4
1,1.046,empego,4
1,0.687,empego,4
1,0.999,empego,4
1,0.642,empego,4
1,1.009,empego,4
1,0.907,empego,4
1,0.705,empego,4
1,0.641,empego,4
1,0.622,empego,4
1,0.961,empego,4
1,0.712,empego,4
1,0.64,empego,4
1,0.598,empego,4
1,0.779,empego,4
1,0.935,empego,4
1,0.735,empego,4
1,0.755,empego,4
1,0.855,empego,4
1,0.683,empego,4
1,0.786,empego,4
1,0.884,empego,4
1,0.738,empego,4
1,0.704,empego,4
1,0.759,empego,4
1,0.792,empego,4
1,0.826,empego,4
1,2.015,empego,4
0,0.803,empego,4
1,0.762,empego,4
1,1.122,empego,4
1,0.862,empego,4
1,1.122,empego,4
1,0.886,empego,4
1,0.731,empego,4
1,0.942,empego,4
1,1.846,emp,5
1,0.885,emp,5
1,0.882,emp,5
1,1.061,emp,5
1,0.76,emp,5
1,0.78,emp,5
1,0.731,emp,5
1,0.571,emp,5
0,0.771,emp,5
0,1.209,emp,5
1,1.422,emp,5
1,0.926,emp,5
1,1.061,emp,5
1,1.127,emp,5
1,0.897,emp,5
1,0.681,emp,5
1,0.731,emp,5
1,1.222,emp,5
1,0.744,emp,5
1,1.17,emp,5
0,1.124,emp,5
1,1.034,emp,5
1,1.329,emp,5
1,1.042,emp,5
1,0.863,emp,5
1,1.208,emp,5
1,1.907,emp,5
1,1.152,emp,5
1,0.892,emp,5
0,1.168,emp,5
1,1.008,emp,5
1,0.79,emp,5
1,1.47,emp,5
1,0.917,emp,5
1,1.29,emp,5
1,0.63,emp,5
1,0.784,emp,5
1,1.042,emp,5
1,1.514,emp,5
1,1.193,emp,5
1,2.241,emp,5
1,0.709,emp,5
1,2.477,emp,5
1,0.71,emp,5
1,0.818,emp,5
1,0.816,emp,5
1,1.188,emp,5
1,0.695,emp,5
1,2.525,emp,5
0,1.268,emp,5
1,0.93,emp,5
1,0.802,emp,5
1,1.066,emp,5
1,2.185,emp,5
1,1.034,emp,5
1,0.612,emp,5
1,0.566,emp,5
1,1,emp,5
1,0.607,emp,5
1,0.785,emp,5
1,1.496,empego,5
1,0.893,empego,5
0,0.898,empego,5
1,1.045,empego,5
1,1.198,empego,5
1,0.888,empego,5
1,1.087,empego,5
1,1.15,empego,5
1,0.92,empego,5
1,0.85,empego,5
1,0.842,empego,5
1,1.035,empego,5
1,0.849,empego,5
1,0.881,empego,5
1,1.008,empego,5
1,0.842,empego,5
1,0.951,empego,5
1,1.156,empego,5
1,2.894,empego,5
1,0.801,empego,5
1,0.756,empego,5
1,0.772,empego,5
1,1.084,empego,5
1,0.726,empego,5
1,0.649,empego,5
1,1.424,empego,5
0,0.723,empego,5
0,0.725,empego,5
1,1.174,empego,5
1,2.281,empego,5
1,0.914,empego,5
1,0.867,empego,5
0,1.007,empego,5
1,1.122,empego,5
0,1.028,empego,5
1,0.779,empego,5
1,1.101,empego,5
1,1.064,empego,5
1,0.899,empego,5
1,1.133,empego,5
1,0.692,empego,5
1,0.68,empego,5
1,0.966,empego,5
1,0.93,empego,5
1,1.695,empego,5
1,0.759,empego,5
1,0.967,empego,5
0,1.982,empego,5
1,1.119,empego,5
1,1.116,empego,5
1,0.782,empego,5
1,0.993,empego,5
1,2.685,empego,5
1,0.767,empego,5
1,0.822,empego,5
1,0.822,empego,5
1,0.996,empego,5
0,1.11,empego,5
1,1.655,empego,5
0,2.294,emp,6
0,0.622,emp,6
0,0.635,emp,6
0,0.618,emp,6
0,0.603,emp,6
0,0.755,emp,6
0,0.659,emp,6
0,0.876,emp,6
0,0.695,emp,6
1,0.597,emp,6
0,0.89,emp,6
1,0.932,emp,6
0,0.658,emp,6
0,0.537,emp,6
1,0.874,emp,6
1,0.785,emp,6
1,0.97,emp,6
1,0.782,emp,6
1,0.744,emp,6
1,0.793,emp,6
1,1.007,emp,6
1,1.073,emp,6
1,0.767,emp,6
1,0.782,emp,6
1,1.039,emp,6
0,1.24,emp,6
1,0.953,emp,6
1,0.856,emp,6
0,1.294,emp,6
0,1.121,emp,6
0,1.074,emp,6
0,0.932,emp,6
0,0.86,emp,6
0,1.388,emp,6
0,0.683,emp,6
0,1,emp,6
1,0.985,emp,6
0,1.195,emp,6
0,0.769,emp,6
0,0.687,emp,6
0,0.659,emp,6
0,0.913,emp,6
0,0.899,emp,6
1,1.805,emp,6
1,1.289,emp,6
1,0.771,emp,6
0,0.891,emp,6
0,1.21,emp,6
0,0.899,emp,6
0,0.88,emp,6
1,0.829,emp,6
0,0.715,emp,6
0,0.681,emp,6
0,1.773,emp,6
0,0.852,emp,6
0,1.232,emp,6
0,0.888,emp,6
0,1.017,emp,6
0,0.897,emp,6
1,1.271,empego,6
1,0.634,empego,6
0,0.943,empego,6
0,0.694,empego,6
0,0.734,empego,6
1,1.204,empego,6
1,1.15,empego,6
0,1.705,empego,6
1,0.883,empego,6
1,0.749,empego,6
1,1.084,empego,6
1,1.184,empego,6
0,0.9,empego,6
0,0.81,empego,6
0,1.044,empego,6
1,1.354,empego,6
1,0.741,empego,6
1,0.759,empego,6
1,0.812,empego,6
1,0.787,empego,6
1,0.607,empego,6
1,1.384,empego,6
1,0.706,empego,6
1,0.977,empego,6
1,0.76,empego,6
1,1.177,empego,6
1,1.29,empego,6
0,1.156,empego,6
0,1.279,empego,6
0,1.067,empego,6
1,1.418,empego,6
1,0.981,empego,6
1,0.857,empego,6
0,1.738,empego,6
1,1.525,empego,6
1,1.473,empego,6
1,0.846,empego,6
1,0.993,empego,6
0,1.264,empego,6
0,0.877,empego,6
1,1.07,empego,6
1,1.372,empego,6
1,1.153,empego,6
1,1.243,empego,6
1,0.761,empego,6
1,1.603,empego,6
1,0.89,empego,6
1,1.101,empego,6
1,0.88,empego,6
1,0.941,empego,6
1,0.646,empego,6
1,0.749,empego,6
1,0.852,empego,6
1,0.738,empego,6
1,1.296,empego,6
1,1.071,empego,6
1,0.991,empego,6
1,0.987,empego,6
0,1.777,empego,6
1,1.744,empego,6
1,3.593,emp,7
1,1.122,emp,7
1,1.008,emp,7
0,0.719,emp,7
1,1.006,emp,7
1,2.036,emp,7
0,1.096,emp,7
0,0.861,emp,7
1,1.146,emp,7
0,0.744,emp,7
0,0.637,emp,7
0,0.671,emp,7
0,0.615,emp,7
1,1.413,emp,7
0,0.925,emp,7
0,1.59,emp,7
0,1.446,emp,7
0,0.623,emp,7
0,1.419,emp,7
0,0.685,emp,7
0,0.937,emp,7
0,1.52,emp,7
0,1.225,emp,7
0,1.623,emp,7
0,1.68,emp,7
1,1.899,emp,7
0,1.067,emp,7
0,0.687,emp,7
1,2.067,emp,7
0,0.801,emp,7
1,1.51,emp,7
0,0.999,emp,7
1,1.862,emp,7
0,0.807,emp,7
0,2.106,emp,7
0,1.338,emp,7
0,0.979,emp,7
1,1.252,emp,7
1,2.452,emp,7
0,0.66,emp,7
0,1.952,emp,7
0,0.976,emp,7
0,0.76,emp,7
1,1.658,emp,7
0,0.705,emp,7
0,0.775,emp,7
0,0.675,emp,7
0,0.7,emp,7
0,1.041,emp,7
0,1.273,emp,7
0,0.828,emp,7
0,1.493,emp,7
1,1.491,emp,7
0,1.402,emp,7
0,1.171,emp,7
1,1.102,emp,7
1,1.156,emp,7
0,1.351,emp,7
0,0.715,emp,7
0,1.01,emp,7
1,1.101,empego,7
1,0.76,empego,7
0,1.343,empego,7
1,2.576,empego,7
1,1.915,empego,7
1,2.211,empego,7
1,1.553,empego,7
0,0.867,empego,7
1,0.963,empego,7
1,1.216,empego,7
0,2.344,empego,7
1,1.06,empego,7
1,1.269,empego,7
1,1.181,empego,7
1,1.07,empego,7
1,1.366,empego,7
1,1.685,empego,7
0,0.717,empego,7
1,1.154,empego,7
1,2.467,empego,7
1,1.308,empego,7
1,1.347,empego,7
1,1.074,empego,7
1,1.86,empego,7
0,0.917,empego,7
0,1.957,empego,7
1,1.975,empego,7
1,1.989,empego,7
1,0.753,empego,7
1,1.932,empego,7
1,1.702,empego,7
1,1.634,empego,7
1,1.207,empego,7
1,0.984,empego,7
0,1.18,empego,7
0,0.896,empego,7
0,0.823,empego,7
1,0.946,empego,7
1,0.816,empego,7
1,1.233,empego,7
1,1.238,empego,7
0,1.156,empego,7
1,0.889,empego,7
1,1.288,empego,7
1,0.955,empego,7
1,2.393,empego,7
1,1.98,empego,7
0,0.643,empego,7
0,0.956,empego,7
1,1.15,empego,7
1,0.926,empego,7
1,1.878,empego,7
1,1.121,empego,7
1,0.976,empego,7
1,1.442,empego,7
1,0.999,empego,7
1,1.1,empego,7
0,0.771,empego,7
1,0.925,empego,7
1,1.348,empego,7
0,1.609,emp,8
1,1.021,emp,8
1,1.483,emp,8
1,1.12,emp,8
1,1.15,emp,8
1,1.206,emp,8
1,1.144,emp,8
0,1.204,emp,8
1,1.633,emp,8
1,1.017,emp,8
1,1.396,emp,8
